call,accuracy,scale_A,scale_C,scale_D,scale_E,scale_F,scale_G,scale_H,scale_I,scale_K,scale_L,scale_M,scale_N,scale_P,scale_Q,scale_R,scale_S,scale_T,scale_V,scale_W,scale_Y
24,15.0,1.633398149823322,0.14606724315560393,1.782474265200743,4.004563168841653,0.5615949866601792,0.6969070629256475,0.8741730396817081,0.25521325729274574,0.15199962555820298,1.5003304711389887,0.2714684204133223,1.7750995489250407,0.5890843074255872,2.975087298598742,0.17302581945434675,1.291943098816971,0.3837857743549648,4.125633089127339,0.4602495224184218,2.8795921809194174
25,11.0,0.1128160747742513,3.2787521448437764,1.3951749553858213,1.9889136845054105,3.0780766517508416,1.4354809698453679,2.3437076400303223,0.28795809850644133,2.929826214626278,0.10395922166062005,0.6323783247290546,0.11565823893345137,0.4892383846793354,1.2639171215528207,0.35857939176932063,2.066280809605387,0.3324927489916405,0.8237150016649969,1.5858595217780216,1.8721477734346248
26,15.0,0.39558561009155213,1.1218242801629976,0.4053707499109269,0.4369168319172916,0.8301867133427486,0.13261451972757923,0.22888776283100398,2.596393190050897,0.10445865778553395,3.4480414355135984,0.7838991699928494,1.0736430209222987,0.1851275176034238,0.2645695195930055,0.12085129161816893,0.18215706232728981,0.11927843642250324,0.5531534265929089,0.535164564309598,3.4325317456966733
27,11.0,0.12804085616901162,1.7533564411707048,0.8157249340108806,0.38996921741035756,1.9735100652650457,0.11462650642454157,4.573834464400614,1.6742888726655365,1.6835122535251457,3.9171100703851502,0.6154841277385094,0.8045361447015938,0.2123708177206894,0.27119438718139377,0.18468146394248497,0.2875618140579406,4.797030958569313,0.7080745883073175,1.0431516154901388,0.22400920402123747
28,15.0,2.3153252530267117,3.246878481773563,2.405699921593945,0.9098716970295887,1.581973662991177,0.6834549688131102,0.13384588195055022,1.5322606844742008,1.892589903594626,2.501163610483271,0.16018562921676024,0.4593731167565526,0.22800734186600977,3.569376938951882,3.891839856821563,2.241730188540781,0.24487578134167368,0.19182753413411463,1.5145153844355166,0.38479377744830845
29,10.0,0.34740869304245625,1.8171332504466924,2.083894654873575,0.3274872728588779,0.13594570769086511,1.0341822626386314,0.466718935525117,0.4109746732780587,1.6863090830891878,0.1851547722014926,0.8023991792232722,0.2589224418555459,0.49733422857684706,0.3577886558841325,0.2848789830566176,0.7356323208706064,0.2541803678935835,2.5374688015614844,4.4963303454832975,1.0674732338254818
30,15.0,4.737897585999301,4.403707616231857,2.0697786727462053,2.5400504489572784,1.1527886035128343,0.7906866051262407,0.8140987933037269,1.4605455417142474,0.485819204326616,1.6593162080603148,0.4440994103333072,0.25689636552802836,0.1554308074603698,0.8088887967587247,2.4130237768239375,1.5588402400527401,0.19259528830455566,0.5056283926833995,0.2286809353783482,0.10888643106884537
31,11.0,0.3093461263536963,0.15128641803633608,0.5497921972647338,2.1238110813051088,0.6236916139943708,0.12046081982102114,1.8128177044745046,0.14752809220288096,0.11360415514386732,0.13486635225629193,2.0744974114950825,0.16291911740750936,0.8254240772662961,0.2001011990385552,0.669464711412476,0.10213919790719966,0.10174916705731604,0.1901209913050487,4.900761281931574,0.4993677096271111
32,12.0,0.2092796922466361,0.5408626479648604,0.6342899635151357,0.5534249215157794,0.8091028881941184,2.414915232301708,0.23585856956326035,1.0018122007121204,0.1300083170115846,1.2736737422640247,0.2811335235183474,3.196890205139021,1.7981129066347954,2.9533853276169153,1.3074314186893632,1.139536062341861,1.056193104099171,0.9314030109967227,0.4179310817855221,0.4255692957076739
33,11.0,0.46896581351494515,0.5570070036127317,0.6553149610195725,0.22620328705277915,2.4960031421462343,0.12314404510868601,2.3996535195507525,0.9755762309603273,1.3639419199381393,0.8131893151274144,0.11197332437099014,2.0278867233735958,0.23948694988376887,0.94350863126107,0.6254440188379969,0.45751355088085294,0.11026846667218833,0.3006017377491785,4.085842972721272,0.7133112127269847
34,10.0,1.9811386092131638,0.41532499925938016,0.2911211898074595,3.242372822271326,0.17660855885411098,4.296412025573706,3.3562393878978227,3.586314309291394,1.6227174609663826,2.8702386213382365,3.212658359221272,0.10101276804155172,0.9797950556295966,0.27610818141663795,0.39052958676661476,4.93187933262,1.080411698280094,1.347728555229945,0.4907070911064313,0.7501922752077345
35,14.0,2.2429796614445783,4.140354420240447,0.11598203066394626,1.2807164298392217,0.12860499949566054,0.12568611248220063,1.0061793239521313,1.9694920325186553,0.33887220699419895,0.36679646969484403,1.2455396387292057,0.4914216150573741,0.32335499844339866,3.3950406871136263,0.9003851157240218,0.18213492244988977,2.6036416116622556,0.16939672482449272,0.27434109698573617,2.0986023062902586
